slot_id,slot_width,mac,desc,isiot,ethlen,ethsum,ethstd,remote_ip,avg_ttl,tcp_udp_ratio,ports,tcpts_skew,max_winds,udns,dns,avg_ua
1546715222.59,180,5c:70:a3:61:5a:04,nexus 5x,0,267,36844,3.8777022475072873,17,73.3103448276,0.625,8,707.2163272909991,65535,8,8,70.0
1546715342.82,60,f4:f5:e8:57:86:a6,Chromecast,1,65,17774,1.1899939003211357,8,91.7818181818,0.333333333333,6,,403,3,4,
1546715342.82,60,08:62:66:b2:82:d4,Asus ZenPad,0,4,334,0.04868175290330066,1,64.0,1.0,1,,1369,0,0,
1546715342.82,60,e0:94:67:31:ab:f0,lenovo laptop,0,76,10792,0.9903960322987493,15,114.082191781,0.4,5,,17520,0,0,
1546715342.82,60,dc:0b:34:f2:20:42,LG G3,0,22,2402,2.820935755048478,4,64.0,0.666666666667,3,45.76177091880437,65535,1,1,
1546715342.82,60,04:cf:8c:84:2b:73,yeelink,1,6,451,3.572978046139286,1,255.0,0.0,1,,,0,0,
1546715342.82,60,ac:af:b9:77:ad:66,Galaxy-A7-2017,0,132,12704,1.031845213112514,11,75.216,0.6,5,3169424799164371.0,65535,2,2,
1546715342.82,60,5c:70:a3:61:5a:04,nexus 5x,0,1,113,nan,0,,0,0,,,0,0,
1546715222.59,240,f4:f5:e8:57:86:a6,Chromecast,1,547,95964,1.0008396009163845,13,83.0268199234,0.375,8,0.7976960010439338,403,4,15,
1546715222.59,240,08:62:66:b2:82:d4,Asus ZenPad,0,10,1920,43.941203413252,2,64.0,1.0,3,3713.850496180389,1664,0,0,
1546715222.59,240,e0:94:67:31:ab:f0,lenovo laptop,0,662,155835,0.761428204991952,31,124.098310292,0.454545454545,11,,65535,12,13,24.0
1546715222.59,240,dc:0b:34:f2:20:42,LG G3,0,776,166713,1.6613570076132733,24,64.0,0.5,6,1105665.4524164367,65535,9,9,
1546715222.59,240,04:cf:8c:84:2b:73,yeelink,1,48,5823,5.521161294575158,2,255.0,0.333333333333,3,,14000,0,0,
1546715222.59,240,ac:af:b9:77:ad:66,Galaxy-A7-2017,0,587,119931,1.6836387394665233,18,72.907504363,0.714285714286,7,9562390174048656.0,65535,7,8,
1546715222.59,240,5c:70:a3:61:5a:04,nexus 5x,0,267,36844,3.8777022475072873,17,73.3103448276,0.625,8,707.2163272909991,65535,8,8,70.0
1546715402.92,60,f4:f5:e8:57:86:a6,Chromecast,1,54,9705,1.4701063770329021,7,113.826086957,0.4,5,,403,2,3,
1546715402.92,60,e0:94:67:31:ab:f0,lenovo laptop,0,136,24540,0.885416019094623,17,128.0,0.5,6,,17520,2,3,
1546715402.92,60,dc:0b:34:f2:20:42,LG G3,0,21,1338,3.0790973421937085,4,64.0,1.0,2,10176.36774637567,1633,0,0,
1546715402.92,60,04:cf:8c:84:2b:73,yeelink,1,6,380,4.532361973563444,1,255.0,0.0,1,,,0,0,
1546715402.92,60,ac:af:b9:77:ad:66,Galaxy-A7-2017,0,52,5988,2.792749342922693,7,99.76,0.666666666667,3,1302122.0669306598,1788,0,0,
1546715342.68,120,f4:f5:e8:57:86:a6,Chromecast,1,121,27563,1.331098379525899,8,101.821782178,0.333333333333,6,0.19926296829299606,403,3,7,
1546715342.68,120,08:62:66:b2:82:d4,Asus ZenPad,0,4,334,0.04868175290330066,1,64.0,1.0,1,,1369,0,0,
1546715342.68,120,e0:94:67:31:ab:f0,lenovo laptop,0,212,35332,0.9862213533647167,22,123.09178744,0.428571428571,7,,17520,2,3,
1546715342.68,120,dc:0b:34:f2:20:42,LG G3,0,43,3740,3.1447298969413224,7,64.0,0.666666666667,3,10428.678124542668,65535,1,1,
1546715342.68,120,04:cf:8c:84:2b:73,yeelink,1,12,831,4.272370780246567,1,255.0,0.0,1,,,0,0,
1546715342.68,120,ac:af:b9:77:ad:66,Galaxy-A7-2017,0,189,19146,1.7160284279536089,11,83.1444444444,0.6,5,3183577606084098.0,65535,2,2,
1546715342.68,120,5c:70:a3:61:5a:04,nexus 5x,0,1,113,nan,0,,0,0,,,0,0,
1546715463.38,60,f4:f5:e8:57:86:a6,Chromecast,1,97,30404,1.045487394760429,10,126.967032967,0.333333333333,6,,403,4,5,
1546715463.38,60,08:62:66:b2:82:d4,Asus ZenPad,0,2,156,0.0,1,64.0,1.0,1,,1664,0,0,
1546715463.38,60,e0:94:67:31:ab:f0,lenovo laptop,0,196,66206,0.7843169422513311,17,100.290909091,0.285714285714,7,,17520,2,2,
1546715463.38,60,dc:0b:34:f2:20:42,LG G3,0,58,8683,3.641193105374817,12,64.0,0.666666666667,3,15.765713343495213,65535,1,1,
1546715463.38,60,04:cf:8c:84:2b:73,yeelink,1,6,380,4.625089315127267,1,255.0,0.0,1,,,0,0,
1546715463.38,60,ac:af:b9:77:ad:66,Galaxy-A7-2017,0,296,43027,0.7248351604669204,9,77.9726027397,0.333333333333,3,42.26617538596671,65535,5,5,
1546715463.38,60,5c:70:a3:61:5a:04,nexus 5x,0,39,5798,1.8235368813182682,4,64.0,0.75,4,11.830827482247669,65535,3,3,70.0
1546715222.59,300,f4:f5:e8:57:86:a6,Chromecast,1,644,126368,1.0091602207666184,14,89.5497553018,0.333333333333,9,1.259524278790273,403,6,20,
1546715222.59,300,08:62:66:b2:82:d4,Asus ZenPad,0,12,2076,47.101475819665346,2,64.0,1.0,3,4713.9354564702535,1664,0,0,
1546715222.59,300,e0:94:67:31:ab:f0,lenovo laptop,0,858,222041,0.7681974349328652,33,119.284313725,0.416666666667,12,,65535,13,15,24.0
1546715222.59,300,dc:0b:34:f2:20:42,LG G3,0,835,175438,1.8831400046578828,25,64.0,0.5,6,1105698.3632995207,65535,10,10,
1546715222.59,300,04:cf:8c:84:2b:73,yeelink,1,54,6203,5.676375305302198,2,255.0,0.333333333333,3,,14000,0,0,
1546715222.59,300,ac:af:b9:77:ad:66,Galaxy-A7-2017,0,883,162958,1.474934972068785,19,74.6173410405,0.714285714286,7,9565900639471580.0,65535,7,13,
1546715222.59,300,5c:70:a3:61:5a:04,nexus 5x,0,306,42642,7.368822090314211,18,72.1818181818,0.625,8,246843309.17751685,65535,10,11,70.0
1546715523.52,60,f4:f5:e8:57:86:a6,Chromecast,1,78,29706,1.2602752006727511,9,125.945945946,0.4,5,,403,3,4,
1546715523.52,60,e0:94:67:31:ab:f0,lenovo laptop,0,126,19311,0.8792583106216524,17,128.0,0.333333333333,6,,65535,1,1,
1546715523.52,60,dc:0b:34:f2:20:42,LG G3,0,43,6428,3.364158680246713,7,64.0,0.5,2,133.80034901836848,65535,0,0,
1546715523.52,60,04:cf:8c:84:2b:73,yeelink,1,6,380,4.625372581773982,1,255.0,0.0,1,,,0,0,
1546715523.52,60,ac:af:b9:77:ad:66,Galaxy-A7-2017,0,203,36210,1.1205598590099024,8,73.6464646465,0.333333333333,3,18.599038676402248,65535,4,4,
1546715523.52,60,5c:70:a3:61:5a:04,nexus 5x,0,5,313,2.0487975949798196,2,64.0,1.0,2,,65535,0,0,
1546715463.38,120,f4:f5:e8:57:86:a6,Chromecast,1,175,60110,1.16907437292476,12,126.509090909,0.333333333333,6,0.028263637732021403,403,5,9,
1546715463.38,120,08:62:66:b2:82:d4,Asus ZenPad,0,2,156,0.0,1,64.0,1.0,1,,1664,0,0,
1546715463.38,120,e0:94:67:31:ab:f0,lenovo laptop,0,322,85517,0.8386147815433723,19,112.125,0.25,8,,65535,3,3,
1546715463.38,120,dc:0b:34:f2:20:42,LG G3,0,101,15111,3.591330163408032,15,64.0,0.5,4,162.8843663073998,65535,1,1,
1546715463.38,120,04:cf:8c:84:2b:73,yeelink,1,12,760,4.411814595707578,1,255.0,0.0,1,,,0,0,
1546715463.38,120,ac:af:b9:77:ad:66,Galaxy-A7-2017,0,499,79237,0.908324243829104,11,76.2244897959,0.333333333333,3,61.335982852156924,65535,6,9,
1546715463.38,120,5c:70:a3:61:5a:04,nexus 5x,0,44,6111,3.913568492586095,5,64.0,0.75,4,15.472727301994501,65535,3,3,70.0
1546715402.64,180,f4:f5:e8:57:86:a6,Chromecast,1,229,69815,1.2547452557009418,12,123.744075829,0.333333333333,6,0.32716279386218167,403,5,12,
1546715402.64,180,08:62:66:b2:82:d4,Asus ZenPad,0,2,156,0.0,1,64.0,1.0,1,,1664,0,0,
1546715402.64,180,e0:94:67:31:ab:f0,lenovo laptop,0,458,110057,0.8543665703209631,22,117.165876777,0.333333333333,9,,65535,4,6,
1546715402.64,180,dc:0b:34:f2:20:42,LG G3,0,122,16449,3.5666833254096653,16,64.0,0.5,4,10945.52592270544,65535,1,1,
1546715402.64,180,04:cf:8c:84:2b:73,yeelink,1,18,1140,4.318031416034339,1,255.0,0.0,1,,,0,0,
1546715402.64,180,ac:af:b9:77:ad:66,Galaxy-A7-2017,0,552,85299,1.3035924952895594,13,78.3770794824,0.5,4,14044413.68290011,65535,6,10,
1546715402.64,180,5c:70:a3:61:5a:04,nexus 5x,0,44,6111,3.913568492586095,5,64.0,0.75,4,15.472727301994501,65535,3,3,70.0
1546715583.64,60,f4:f5:e8:57:86:a6,Chromecast,1,74,23117,1.1022041744208302,9,118.571428571,0.333333333333,6,,403,3,4,
1546715583.64,60,e0:94:67:31:ab:f0,lenovo laptop,0,112,19735,0.9521084866502392,18,118.763636364,0.428571428571,7,,17520,3,3,114.0
1546715583.64,60,dc:0b:34:f2:20:42,LG G3,0,34,7541,2.8213751895904604,6,64.0,0.333333333333,3,48.36320050864438,65535,2,2,
1546715583.64,60,04:cf:8c:84:2b:73,yeelink,1,12,3716,4.688743954595067,2,255.0,0.0,2,,,0,0,
1546715583.64,60,ac:af:b9:77:ad:66,Galaxy-A7-2017,0,381,67253,0.8032373457500938,12,73.1193633952,0.25,4,6069025251459652.0,65535,6,8,
1546715462.61,240,f4:f5:e8:57:86:a6,Chromecast,1,301,94326,1.2408747677197094,13,120.692579505,0.285714285714,7,0.07252538057972036,403,5,16,
1546715462.61,240,08:62:66:b2:82:d4,Asus ZenPad,0,2,156,0.0,1,64.0,1.0,1,,1664,0,0,
1546715462.61,240,e0:94:67:31:ab:f0,lenovo laptop,0,576,132375,0.8117875387715501,24,117.632653061,0.4,10,,65535,7,7,114.0
1546715462.61,240,dc:0b:34:f2:20:42,LG G3,0,144,23301,5.881491019834559,17,64.0,0.6,5,254.53116970648682,65535,3,3,
1546715462.61,240,04:cf:8c:84:2b:73,yeelink,1,29,4814,5.232244042589289,2,255.0,0.0,2,,,0,0,
1546715462.61,240,ac:af:b9:77:ad:66,Galaxy-A7-2017,0,1553,268630,0.7132400415757483,26,70.9642160052,0.4,5,1.2796125516059248e+16,65535,21,29,
1546715462.61,240,5c:70:a3:61:5a:04,nexus 5x,0,44,6111,3.913568492586095,5,64.0,0.75,4,15.472727301994501,65535,3,3,70.0
1546715643.68,60,f4:f5:e8:57:86:a6,Chromecast,1,53,11184,1.4442015487245403,8,102.979591837,0.4,5,,403,2,3,
1546715643.68,60,e0:94:67:31:ab:f0,lenovo laptop,0,142,27123,0.5631311977109814,17,128.0,0.571428571429,7,,17520,1,1,
1546715643.68,60,dc:0b:34:f2:20:42,LG G3,0,8,607,2.5081828398272847,2,64.0,1.0,2,0.05955098263385725,705,0,0,
1546715643.68,60,04:cf:8c:84:2b:73,yeelink,1,6,380,4.632284838138207,1,255.0,0.0,1,,,0,0,
1546715643.68,60,ac:af:b9:77:ad:66,Galaxy-A7-2017,0,673,122140,0.40603422364872627,19,65.9044776119,0.4,5,6398702467920563.0,65535,12,12,
1546715583.64,120,f4:f5:e8:57:86:a6,Chromecast,1,127,34301,1.2666777779220153,9,112.151260504,0.333333333333,6,0.02142686276913521,403,3,7,
1546715583.64,120,e0:94:67:31:ab:f0,lenovo laptop,0,254,46858,0.7733390665186756,20,123.952191235,0.5,8,,17520,4,4,114.0
1546715583.64,120,dc:0b:34:f2:20:42,LG G3,0,42,8148,8.023267415195983,7,64.0,0.5,4,60.07945383869522,65535,2,2,
1546715583.64,120,04:cf:8c:84:2b:73,yeelink,1,18,4096,5.254168364607546,2,255.0,0.0,2,,,0,0,
1546715583.64,120,ac:af:b9:77:ad:66,Galaxy-A7-2017,0,1054,189393,0.5828899164264213,23,68.5023877746,0.4,5,1.2695552310160058e+16,65535,17,20,
1546715583.64,180,f4:f5:e8:57:86:a6,Chromecast,1,308,52330,1.4785201716532659,10,86.5486111111,0.285714285714,7,0.03570456266415132,403,4,11,
1546715583.64,180,e0:94:67:31:ab:f0,lenovo laptop,0,254,46858,0.7733390665186756,20,123.952191235,0.5,8,,17520,4,4,114.0
1546715583.64,180,dc:0b:34:f2:20:42,LG G3,0,55,10617,10.009195611338795,8,64.0,0.5,4,73.34237422841613,65535,2,2,
1546715583.64,180,34:e6:ad:29:64:8b,Dell laptop,0,2924,2078090,0.06478193621508695,40,122.375722543,0.333333333333,9,,65535,30,32,47.298245614
1546715583.64,180,04:cf:8c:84:2b:73,yeelink,1,23,4434,5.344730872398181,2,255.0,0.0,2,,,0,0,
1546715583.64,180,ac:af:b9:77:ad:66,Galaxy-A7-2017,0,1072,191343,1.2105350784667723,24,68.4304511278,0.4,5,1.2705728360292032e+16,65535,17,20,
1546715583.64,180,5c:70:a3:61:5a:04,nexus 5x,0,17,5151,0.7800440352161132,3,64.0,0.5,2,81.64872247990496,65535,1,1,
1546715703.71,60,f4:f5:e8:57:86:a6,Chromecast,1,182,18071,1.5653618186892209,9,68.5207100592,0.333333333333,6,,403,3,4,
1546715703.71,60,dc:0b:34:f2:20:42,LG G3,0,13,2469,1.1362651097284857,3,64.0,0.5,2,12.86209063147878,65535,0,0,
1546715703.71,60,34:e6:ad:29:64:8b,Dell laptop,0,2932,2078534,0.06469528478520568,40,122.391930836,0.333333333333,9,,65535,30,32,47.298245614
1546715703.71,60,04:cf:8c:84:2b:73,yeelink,1,5,338,4.323286161799313,1,255.0,0.0,1,,,0,0,
1546715703.71,60,ac:af:b9:77:ad:66,Galaxy-A7-2017,0,18,1950,5.93978442037115,3,64.0,1.0,1,194705.84277083975,5795,0,0,
1546715703.71,60,5c:70:a3:61:5a:04,nexus 5x,0,17,5151,0.7800440352161132,3,64.0,0.5,2,81.64872247990496,65535,1,1,
1546715222.59,600,f4:f5:e8:57:86:a6,Chromecast,1,1070,214640,1.3153114601673483,18,92.8301886792,0.272727272727,11,1.527099979247522,403,6,38,
1546715222.59,600,08:62:66:b2:82:d4,Asus ZenPad,0,12,2076,47.101475819665346,2,64.0,1.0,3,4713.9354564702535,1664,0,0,
1546715222.59,600,e0:94:67:31:ab:f0,lenovo laptop,0,1238,288210,0.7860504114430785,39,121.169747899,0.384615384615,13,,65535,16,20,69.0
1546715222.59,600,dc:0b:34:f2:20:42,LG G3,0,945,193359,3.5889900521747564,26,64.0,0.5,6,1106231.8961104788,65535,11,12,
1546715222.59,600,34:e6:ad:29:64:8b,Dell laptop,0,4723,2339848,0.10014398460109573,53,121.564198072,0.333333333333,9,,65535,33,42,39.6417910448
1546715222.59,600,04:cf:8c:84:2b:73,yeelink,1,89,11429,5.727891080886255,3,255.0,0.25,4,,14000,0,0,
1546715222.59,600,ac:af:b9:77:ad:66,Galaxy-A7-2017,0,2178,392012,1.3858781850403463,33,71.3662628145,0.625,8,2.23669599146691e+16,65535,23,37,
1546715222.59,600,5c:70:a3:61:5a:04,nexus 5x,0,329,48172,13.517915860492753,20,71.665615142,0.666666666667,9,10590976532.372787,65535,11,12,70.0
1546715523.52,300,f4:f5:e8:57:86:a6,Chromecast,1,426,88272,1.659007238131125,12,97.9340101523,0.285714285714,7,0.1865175986763864,403,5,18,
1546715523.52,300,e0:94:67:31:ab:f0,lenovo laptop,0,380,66169,0.8108978266626041,23,125.28342246,0.444444444444,9,,65535,5,5,114.0
1546715523.52,300,dc:0b:34:f2:20:42,LG G3,0,110,17921,8.892952969414468,11,64.0,0.5,4,239.07715465350344,65535,2,2,
1546715523.52,300,34:e6:ad:29:64:8b,Dell laptop,0,4749,2342269,0.09992046884978387,53,121.600653595,0.333333333333,9,,65535,33,42,39.5620437956
1546715523.52,300,04:cf:8c:84:2b:73,yeelink,1,35,5226,5.266488532666286,2,255.0,0.0,2,,,0,0,
1546715523.52,300,ac:af:b9:77:ad:66,Galaxy-A7-2017,0,1295,229054,1.3197011235515812,25,69.1709601874,0.4,5,1.2786869644931666e+16,65535,20,24,
1546715523.52,300,5c:70:a3:61:5a:04,nexus 5x,0,23,5530,42.967035076734156,6,64.0,0.75,4,115141841.71634766,65535,1,1,
1546715763.71,60,f4:f5:e8:57:86:a6,Chromecast,1,39,6194,2.774511431705412,6,135.625,0.25,4,,403,2,3,
1546715763.71,60,dc:0b:34:f2:20:42,LG G3,0,12,876,12.021621787401456,3,64.0,1.0,1,17.67428177110495,2117,0,0,
1546715763.71,60,34:e6:ad:29:64:8b,Dell laptop,0,1826,264221,0.13806066913207704,30,120.427317608,0.6,5,,65535,8,10,34.05
1546715763.71,60,04:cf:8c:84:2b:73,yeelink,1,6,412,5.062311938363266,1,255.0,0.0,1,,,0,0,
1546715763.71,60,ac:af:b9:77:ad:66,Galaxy-A7-2017,0,20,1501,4.1834198856386005,4,64.0,1.0,1,38566.9518890413,8828,0,0,
1546715763.71,60,5c:70:a3:61:5a:04,nexus 5x,0,1,66,nan,1,64.0,1.0,1,,384,0,0,
1546715703.71,120,f4:f5:e8:57:86:a6,Chromecast,1,221,24265,1.9244703632162534,9,79.2039800995,0.333333333333,6,0.08639525093409023,403,3,7,
1546715703.71,120,dc:0b:34:f2:20:42,LG G3,0,25,3345,8.671505894337203,4,64.0,0.5,2,31.207588925756745,65535,0,0,
1546715703.71,120,34:e6:ad:29:64:8b,Dell laptop,0,4758,2342755,0.0998329883972816,53,121.613176778,0.333333333333,9,,65535,33,42,39.5620437956
1546715703.71,120,04:cf:8c:84:2b:73,yeelink,1,11,750,4.887733232321385,1,255.0,0.0,1,,,0,0,
1546715703.71,120,ac:af:b9:77:ad:66,Galaxy-A7-2017,0,38,3451,5.059072985811455,5,64.0,1.0,1,1074183.8508821353,8828,0,0,
1546715703.71,120,5c:70:a3:61:5a:04,nexus 5x,0,18,5217,8.150002308463762,4,64.0,0.666666666667,3,358214.990922188,65535,1,1,
1546715823.75,60,f4:f5:e8:57:86:a6,Chromecast,1,60,24565,2.260046320273792,9,103.517241379,0.2,5,,403,5,7,
1546715823.75,60,dc:0b:34:f2:20:42,LG G3,0,6,432,1.9963371192999901,1,64.0,1.0,1,0.14130285563830922,703,0,0,
1546715823.75,60,34:e6:ad:29:64:8b,Dell laptop,0,6410,672649,0.037064782461886776,31,127.446091434,0.6,5,,17520,5,15,41.1685393258
1546715823.75,60,04:cf:8c:84:2b:73,yeelink,1,5,338,4.135808182104499,1,255.0,0.0,1,,,0,0,
1546715823.75,60,ac:af:b9:77:ad:66,Galaxy-A7-2017,0,57,6568,3.6314414687393004,13,64.0,0.666666666667,3,8181159110668528.0,65535,1,2,
1546715702.73,240,f4:f5:e8:57:86:a6,Chromecast,1,333,63051,2.1356113432015906,14,87.7189542484,0.375,8,12733.554615117659,14480,6,17,
1546715702.73,240,dc:0b:34:f2:20:42,LG G3,0,34,3974,12.036385780298192,5,64.0,0.5,2,49.29049446286636,65535,0,0,
1546715702.73,240,34:e6:ad:29:64:8b,Dell laptop,0,19837,3632014,0.057730543773809484,71,126.146836086,0.333333333333,9,6483.242939980818,65535,35,79,39.8693877551
1546715702.73,240,04:cf:8c:84:2b:73,yeelink,1,21,1394,4.462788464056791,1,255.0,0.0,1,,,0,0,
1546715702.73,240,ac:af:b9:77:ad:66,Galaxy-A7-2017,0,186,20464,3.5447359850880873,26,74.5966850829,0.666666666667,6,1.2383118220817986e+16,65535,3,4,40.0
1546715702.73,240,5c:70:a3:61:5a:04,nexus 5x,0,45,8117,23.87960176671887,6,64.0,0.8,5,1065347.9009603502,65535,3,3,70.0
1546715763.64,180,f4:f5:e8:57:86:a6,Chromecast,1,151,44937,2.5946165608579164,11,111.75,0.333333333333,6,12694.487389908198,14480,5,13,
1546715763.64,180,dc:0b:34:f2:20:42,LG G3,0,21,1505,14.792926851840921,4,64.0,1.0,1,35.15291279112984,2117,0,0,
1546715763.64,180,34:e6:ad:29:64:8b,Dell laptop,0,17041,1561691,0.056201605490290046,55,126.773525095,0.6,5,6483.242939980818,65535,13,47,37.6170212766
1546715763.64,180,04:cf:8c:84:2b:73,yeelink,1,15,1014,4.66778898155322,1,255.0,0.0,1,,,0,0,
1546715763.64,180,ac:af:b9:77:ad:66,Galaxy-A7-2017,0,168,18514,3.1420539905209344,26,75.6951219512,0.666666666667,6,1.2381166273890878e+16,65535,3,4,40.0
1546715763.64,180,5c:70:a3:61:5a:04,nexus 5x,0,28,2966,29.707844847955446,4,64.0,0.75,4,692494.3616202767,65535,2,2,70.0
1546715883.75,60,f4:f5:e8:57:86:a6,Chromecast,1,51,14136,2.285557673142009,7,105.52173913,0.4,5,12119.214304087864,14480,2,3,
1546715883.75,60,dc:0b:34:f2:20:42,LG G3,0,3,197,2.6095709800720215,1,64.0,1.0,1,,703,0,0,
1546715883.75,60,34:e6:ad:29:64:8b,Dell laptop,0,8812,625187,0.03227310210798784,27,127.598410897,0.6,5,6483.242939980818,65535,4,22,36.0
1546715883.75,60,04:cf:8c:84:2b:73,yeelink,1,4,264,4.055616343938902,1,255.0,0.0,1,,,0,0,
1546715883.75,60,ac:af:b9:77:ad:66,Galaxy-A7-2017,0,91,10445,1.2752285503292524,13,85.5505617978,0.6,5,501716.4691005916,65535,2,2,40.0
1546715883.75,60,5c:70:a3:61:5a:04,nexus 5x,0,28,2942,0.5262846524824961,4,64.0,0.75,4,2.434231641912558,65535,2,2,70.0
1546715823.75,120,f4:f5:e8:57:86:a6,Chromecast,1,111,38701,2.4782677761452505,11,104.403846154,0.333333333333,6,12666.068056498116,14480,5,10,
1546715823.75,120,dc:0b:34:f2:20:42,LG G3,0,9,629,16.212952063991413,1,64.0,1.0,1,0.14701572412695607,703,0,0,
1546715823.75,120,34:e6:ad:29:64:8b,Dell laptop,0,15222,1297836,0.03439431889437819,41,127.534266378,0.6,5,6483.242939980818,65535,7,37,40.2592592593
1546715823.75,120,04:cf:8c:84:2b:73,yeelink,1,9,602,4.150325611762988,1,255.0,0.0,1,,,0,0,
1546715823.75,120,ac:af:b9:77:ad:66,Galaxy-A7-2017,0,148,17013,2.4704505973635214,23,77.2275862069,0.666666666667,6,1.2366529833674278e+16,65535,3,4,40.0
1546715823.75,120,5c:70:a3:61:5a:04,nexus 5x,0,28,2942,0.5262846524824961,4,64.0,0.75,4,2.434231641912558,65535,2,2,70.0
1546715943.75,60,f4:f5:e8:57:86:a6,Chromecast,1,303,31176,0.9450502066201606,8,69.1275167785,0.4,5,248.6538856235675,14480,3,4,
1546715943.75,60,08:62:66:b2:82:d4,Asus ZenPad,0,2,226,0.0,0,,0,0,,,0,0,
1546715943.75,60,dc:0b:34:f2:20:42,LG G3,0,47,15094,3.2288454166152407,5,64.0,0.333333333333,3,1938384.8508250287,65535,1,1,
1546715943.75,60,34:e6:ad:29:64:8b,Dell laptop,0,3053,229856,0.1643310688048173,17,127.000983284,0.6,5,171.5071532453086,65535,6,6,24.4666666667
1546715943.75,60,04:cf:8c:84:2b:73,yeelink,1,6,451,3.376241761549354,1,255.0,0.0,1,,,0,0,
1546715943.75,60,ac:af:b9:77:ad:66,Galaxy-A7-2017,0,4158,5646551,0.2644762016984472,7,64.2151624549,0.4,5,2.410254540947293,65535,4,4,
1546715943.75,60,5c:70:a3:61:5a:04,nexus 5x,0,58,8264,3.3262759455611177,9,82.5454545455,0.625,8,7282255.095574456,65535,4,4,70.0
